Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,SAMPLE_NAME,MSKC_00533,MSKC_00534,MSKC_00535,MSKC_00536,MSKC_00537,MSKC_00538,MSKC_00539,MSKC_00540,MSKC_00541,MSKC_00542,MSKC_00543,MSKC_00544,MSKC_00545,MSKC_00546,MSKC_00547
2781,"glycosyl-N-nervonoyl-sphingosine (d18:1/24:1)*",Lipid,"Hexosylceramides (HCER)",57369,LC/MS Pos Late,100001878,3990,810.6817,,,,,,0.6401,0.6117,0.6508,0.5961,0.5584,1.2798,1.3874,0.9594,1.4818,1.1203,1.3377,1.0412,1.2508,1,0.8306
2775,"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)",Lipid,"Hexosylceramides (HCER)",53013,LC/MS Pos Late,100009272,2623,700.5722,,,,,,0.99,0.9046,1.0633,1,0.95,1.5707,1.5923,1.7008,1.8393,1.6471,1.0356,0.9718,0.8646,0.8728,0.8616
2773,"glycosyl-N-stearoyl-sphinganine (d18:0/18:0)*",Lipid,"Hexosylceramides (HCER)",57418,LC/MS Pos Late,100015694,3134,730.6191,,6321364,4881995,,,0.2317,0.2317,0.2317,0.2317,0.2317,1.5575,1.5718,1.5682,1.5518,1.4704,0.4147,0.4515,0.4974,0.5296,0.2317
2776,"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)",Lipid,"Hexosylceramides (HCER)",52234,LC/MS Pos Late,100001882,3053,728.6035,,,,,,1.0392,1,1.0738,0.9898,0.9501,1.9348,1.9231,1.9083,2.3394,1.8462,0.8829,0.8548,0.805,0.7492,0.6778
743,"glycylisoleucine",Peptide,"Dipeptide",36659,LC/MS Neg,100001790,1820,187.1088,19461-38-2,88079,19972556,,HMDB28844,0.5123,0.786,0.8378,0.7592,0.8208,0.8199,0.7571,1.1622,1.2727,0.5123,2.3237,2.3634,1.8058,3.206,2.0843
744,"glycylleucine",Peptide,"Dipeptide",34398,LC/MS Pos Early,100001258,3059,189.1234,869-19-2,92843,83812,C02155,HMDB00759,0.8137,0.8548,0.9354,0.9733,0.9235,0.8729,0.9288,1.176,1.0354,1,1.8689,2.1159,1.5466,2.3023,1.7244
754,"glycylvaline",Peptide,"Dipeptide",18357,LC/MS Pos Early,100000487,2734,175.1077,1963-21-9,97417,2006926,,HMDB28854,0.8901,0.9529,1,0.9271,0.8707,0.8211,0.9043,1.0121,0.9296,1.0161,1.337,1.5083,1.0854,1.4976,1.1139
3862,"guanine",Nucleotide,"Purine Metabolism, Guanine containing",32352,LC/MS Pos Early,172,2032,152.0567,73-40-5,764,744,C00242,HMDB00132,0.5158,0.5497,0.5811,0.5448,0.5585,1.0544,1.1544,1.196,1.1908,1,1.0727,1.1898,0.9622,1.0033,0.8132
3861,"guanosine",Nucleotide,"Purine Metabolism, Guanine containing",1573,LC/MS Neg,1099,1662,282.0844,118-00-3,6802,6544,C00387,HMDB00133,1.0417,0.6816,0.9763,0.7463,0.6543,1,0.9559,0.9445,1.9639,1.2488,1.1302,1.0249,1.0922,1.4685,0.983
3855,"guanosine 5'- diphosphate (GDP)",Nucleotide,"Purine Metabolism, Guanine containing",2848,LC/MS Neg,346,639,442.0171,43139-22-6,8977,8630,C00035,HMDB01201,0.8386,0.799,0.9873,0.9103,0.8587,1.5554,1.3797,1.4872,2.0498,1.582,1,0.8935,1.0592,1.1372,0.805
3856,"guanosine 5'- monophosphate (5'-GMP)",Nucleotide,"Purine Metabolism, Guanine containing",2849,LC/MS Pos Early,347,800,364.0653,09-Dec-5550,6804,741,C00144,HMDB01397,1.2752,0.8651,0.7204,0.9612,0.7227,1.5069,2.2012,1.7696,2.6373,2.5464,0.9339,1,0.7307,1.3345,0.8888
1255,"guanosine 5'-diphospho-fucose",Carbohydrate,"Nucleotide Sugar",15903,LC/MS Neg,335,755,588.075,15839-70-0,,21402997,,,0.9751,0.7155,1,0.8031,1,0.9375,1.0883,0.973,1.0116,0.9405,1.1721,1.059,1.0404,1.2421,0.978
3854,"guanosine 5'-triphosphate",Nucleotide,"Purine Metabolism, Guanine containing",2847,LC/MS Neg,345,592,521.9834,373-49-9,6830,6569,C00044,HMDB01273,0.7624,0.7667,0.9756,0.764,0.8309,1.5948,1.2334,1.438,1.9989,1.4736,1,0.8963,1.1412,1.0926,0.7964
4025,"gulonate*",Cofactors and Vitamins,"Ascorbate and Aldarate Metabolism",46957,LC/MS Polar,100001586,2750,195.051,20246-53-1,152304,7969943,C00257,HMDB03290,1.2462,0.995,1,1.2755,1.4565,0.5483,0.6917,0.7022,0.743,0.5866,1.1591,1.3214,0.7808,1.0638,1.0764
4074,"heme",Cofactors and Vitamins,"Hemoglobin and Porphyrin Metabolism",41754,LC/MS Pos Late,100001386,1124,616.1762,14875-96-8,26945,,C00032,HMDB03178,1.1946,0.9707,0.7226,0.7348,0.9607,1.0798,1.0293,1.7642,2.1435,0.7385,0.7226,0.7226,0.7226,0.7226,0.7226
1411,"heneicosapentaenoate (21:5n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",57658,LC/MS Neg,100015797,5514,315.233,24257-10-1,11998573,10171040,,,0.3993,0.3993,0.3993,0.3993,0.3993,1,0.6917,1.4354,1.0846,0.671,1.1223,1.5993,0.6028,0.7579,1.2545
2886,"heptadecasphingosine (d17:1)",Lipid,"Sphingosines",57427,LC/MS Pos Late,100015724,1377,286.2741,6918-48-5,5283557,4446670,,,0.8802,0.9242,1,1.334,1.0655,0.9801,0.6576,0.7987,0.9523,0.7212,1.3164,1.3167,1.3101,1.7049,1.2037
1352,"heptanoate (7:0)",Lipid,"Medium Chain Fatty Acid",1644,LC/MS Neg,925,3670,129.0921,111-14-8,8094,7803,C17714,HMDB00666,1.0613,0.8873,0.2176,0.2176,0.9387,1.6203,0.2176,1.4229,0.2176,1.1762,0.5847,0.6398,0.2176,1.0841,0.2176
2885,"hexadecasphingosine (d16:1)*",Lipid,"Sphingosines",57428,LC/MS Pos Late,100015723,1289,272.2584,,,28533427,,,0.8746,0.9145,0.9291,1.09,1.048,1,0.9038,0.8892,1.0474,0.8464,1.312,1.1552,1.021,1.3028,0.9958
1661,"hexanoylcarnitine (C6)",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",32328,LC/MS Pos Early,100000781,3358,260.1856,6920-35-0,6426853,4932273,,HMDB00705,1.0328,0.9651,1.0655,1.2284,1.4121,0.8356,0.9171,1.0712,0.9914,1,1.3749,0.6679,0.6612,1.2483,0.5585
4120,"hippurate",Xenobiotics,"Benzoate Metabolism",15753,LC/MS Neg,100000014,2106.9,178.051,495-69-2,464,451,C01586,HMDB00714,0.9519,0.9941,1.1903,1,1.0038,0.7782,0.846,0.8691,1.104,0.9004,1.3105,1.1399,1.0742,1.3201,0.9374
67,"histidine",Amino Acid,"Histidine Metabolism",59,LC/MS Neg,355,755.9,154.0622,5934-29-2,6274,752,C00135,HMDB00177,0.9167,1,1.2763,1.1034,0.9767,1.2071,1.06,1.2603,1.5006,1.1683,0.8805,0.9018,0.741,0.9686,0.7636
95,"histidine methyl ester",Amino Acid,"Histidine Metabolism",32493,LC/MS Pos Early,100001124,3080,170.0924,1499-46-3,92893,83857,,,0.8854,0.7363,0.8484,0.7655,0.8543,1.0602,1.3272,1.2924,1.3536,1.0997,1,1.0332,1.0122,0.8889,0.7765
436,"homoarginine",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",22137,LC/MS Pos Early,100000961,2882,189.1346,156-86-5,9085,8732,C01924,HMDB00670,0.5883,0.7143,0.8413,0.853,0.707,0.8853,1.0131,1.0138,1.1032,1,1.3645,1.4052,0.9561,1.1352,1.022
437,"homocitrulline",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",22138,LC/MS Pos Early,100000963,1908,190.1186,1190-49-4,65072,58582,C02427,HMDB00679,0.5813,1.1261,1.4889,1.2283,0.7516,2.3371,1,1.2238,2.277,2.0328,0.4069,0.2462,0.604,0.9575,0.2874
398,"homocysteine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",15128,LC/MS Pos Early,311,2155,136.0427,454-29-5,778,757,C00155,HMDB00742,1.3941,1.17,1.3195,1,1.2172,0.9573,1.1716,1.357,1.3364,0.9403,0.7268,0.705,0.5686,0.2307,0.4405
23,"homoserine lactone",Amino Acid,"Glycine, Serine and Threonine Metabolism",15696,LC/MS Pos Early,100000262,1980,102.055,06-Feb-2185,445963,393441,C02926,,0.697,1,0.8367,0.7883,1.1033,1.2527,1.0047,1.1122,1.5205,1.2381,0.9851,0.9372,1.0135,0.9705,0.9099
4524,"homostachydrine*",Xenobiotics,"Food Component/Plant",33009,LC/MS Pos Early,100001550,1750,158.1176,1195-94-4,441447,390180,C08283,HMDB33433,0.9922,1.0975,1.1179,1.1399,0.968,1,0.9616,0.8187,1.3129,1.0231,1.1118,1.1667,0.7023,0.9713,0.9027
417,"hypotaurine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724,110.027,300-84-5,107812,96959,C00519,HMDB00965,0.7208,0.6864,0.7073,0.7237,0.7028,0.9618,1.012,1.0276,1.0429,1,1.2214,1.3146,1.0671,1.2626,0.9291
3801,"hypoxanthine",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,LC/MS Neg,171,1291.2,135.0312,68-94-0,790,768,C00262,HMDB00157,0.6109,0.676,0.7394,0.6865,0.5042,1,1.0314,1.1858,1.0527,0.9099,1.1844,1.1791,1.0235,1.2677,0.9415
78,"imidazole lactate",Amino Acid,"Histidine Metabolism",15716,LC/MS Pos Early,100000263,2040,157.0608,14403-45-3,793,389128,C05568,HMDB02320,1.0575,0.9744,1.1616,1.1238,1.1575,0.727,0.6969,0.6534,0.7421,0.6963,1.2085,1.2817,1,1.185,0.8292
76,"imidazole propionate",Amino Acid,"Histidine Metabolism",40730,LC/MS Pos Early,100003434,2263,141.0659,1074-59-5,70630,63798,,HMDB02271,0.9305,0.7898,0.8871,0.8986,0.9026,0.9407,1.0214,1,1.0543,0.9991,1.9913,1.9942,1.5262,1.7969,1.6182
272,"indolelactate",Amino Acid,"Tryptophan Metabolism",18349,LC/MS Neg,100000463,2286,204.0666,832-97-3,92904,83867,C02043,HMDB00671,1.0715,1.3111,0.9962,1.14,1.0233,0.6072,0.6072,0.6072,0.6072,0.6072,0.6548,1.0038,0.6072,0.8788,0.7794
3800,"inosine",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,LC/MS Neg,361,1602.1,267.0735,58-63-9,6021,21241953,C00294,HMDB00195,1.085,0.8152,1.2597,1,0.6645,0.9513,0.5155,0.6672,1.0863,0.4735,1.186,1.1068,1.147,1.9011,0.8335
3799,"inosine 5'-monophosphate (IMP)",Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",2133,LC/MS Pos Early,362,650,349.0544,4691-65-0,8582,5482599,C00130,HMDB00175,1.287,0.8888,0.6672,2.0905,1,1.4014,0.7353,1.1562,2.0982,1.0194,0.0761,0.1916,0.1691,1.5678,0.1981
1981,"inositol 1-phosphate (I1P)",Lipid,"Inositol Metabolism",43849,LC/MS Polar,370,4785,259.0224,573-35-3;106032-59-1,440194,17215924,C01177,HMDB00213,1.2028,0.8883,0.8694,1.0491,1,0.669,0.7605,0.6818,0.821,0.6835,1.5654,1.7336,1.013,1.5622,1.4392
374,"isobutyrylcarnitine (C4)",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",33441,LC/MS Pos Early,100001055,2810,232.1543,25518-49-4,168379,,,HMDB00736,2.4472,2.2015,2.3515,2.3083,2.5023,0.6121,0.703,0.6528,0.7103,0.6727,1.0897,1.2897,0.9398,1,0.9441
1309,"isocitrate",Energy,"TCA Cycle",12110,LC/MS Pos Early,1206,773,210.0608,20226-99-7,1198,1161,C00311,HMDB00193,0.9146,0.8613,1.1662,0.8106,1.0935,1.4136,1.258,1.3707,1.6457,1.4181,0.9375,1,0.737,0.7469,0.673
340,"isoleucine",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1125,LC/MS Pos Early,376,2800,132.1019,73-32-5,6306,769,C00407,HMDB00172,0.9591,0.9567,1.0709,1.0389,1,1.1835,1.1862,1.2406,1.348,1.1759,0.936,0.9212,0.8266,0.9604,0.7132
778,"isoleucylglycine",Peptide,"Dipeptide",40008,LC/MS Neg,100003169,1992,187.1088,868-28-0,342532,303621,,HMDB28907,1.0192,0.9937,0.9894,1.0162,0.9069,0.8248,0.8857,1,0.9974,0.8329,1.9047,1.9461,1.6545,2.5285,1.8743
313,"isovalerylcarnitine (C5)",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",34407,LC/MS Pos Early,100001393,3085,246.17,31023-24-2,6426851,4932271,,HMDB00688,1.7368,2.3446,2.4656,2.5771,2.8286,0.7132,0.5854,0.4209,0.8326,0.4303,1.3146,1.439,1,0.9733,0.4222
250,"kynurenate",Amino Acid,"Tryptophan Metabolism",1417,LC/MS Neg,98,2224,188.0353,492-27-3,3845,3712,C01717,HMDB00715,0.8101,0.9957,1.1516,0.8331,0.7941,0.6605,1.1786,1.0403,0.6605,0.6605,0.6605,1.0043,1.0625,0.6605,0.6605
246,"kynurenine",Amino Acid,"Tryptophan Metabolism",15140,LC/MS Pos Early,100000265,2739,209.0921,2922-83-0,161166,141580,C00328,HMDB00684,1.0794,1.0748,1.1079,1.0077,1,0.9953,1.0221,1.0495,1.1597,0.9887,0.8568,0.9255,0.7657,0.8624,0.7144
1112,"lactate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",527,LC/MS Polar,482,1469,89.0244,79-33-4,612,592,C00186,HMDB00190,1.0019,0.9314,0.9467,0.9779,0.9849,0.8279,0.9799,1,1.0536,0.892,1.1703,1.2221,1.0233,1.1744,1.05
1173,"lactose",Carbohydrate,"Disaccharides and Oligosaccharides",567,LC/MS Polar,393,3500,387.1144,5965-66-2,84571,5904,C00243,HMDB00186,1.0011,1.0183,1.2283,1.0266,0.9688,0.7993,0.8362,0.9803,0.9192,0.8716,1.0472,1.1065,0.8626,1.3131,1
2808,"lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*",Lipid,"Lactosylceramides (LCER)",57422,LC/MS Pos Late,100015623,3842,946.7189,,,24846893,,,0.3562,0.31,0.3413,0.307,0.3165,1.0592,1.0729,1.1228,1.3511,1,1.0405,1.0323,0.9094,1.0108,0.8441
2809,"lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*",Lipid,"Lactosylceramides (LCER)",57370,LC/MS Pos Late,100015620,3778,972.7346,,,24846896,,,0.3927,0.3989,0.4314,0.4108,0.3936,1.3104,1.2796,1.2793,1.5903,1.3215,1.007,1.0005,0.8514,1,0.8627
2805,"lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)",Lipid,"Lactosylceramides (LCER)",53010,LC/MS Pos Late,100009030,2527,862.625,4201-62-1,,,,,0.4619,0.4588,0.5085,0.4488,0.4187,2.1109,2.0663,2.0621,2.3263,2.0973,1.0957,1,1.0586,0.981,0.8724
413,"lanthionine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42002,LC/MS Pos Early,100003892,1730,209.0591,02-Aug-3183,98504,88959,,,0.1872,0.1872,0.1872,0.4532,0.44,1.8092,1.6284,1.4077,2.2536,1.6491,1,1.0374,0.6693,0.9958,0.6497
295,"leucine",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",60,LC/MS Pos Early,397,2864,132.1019,61-90-5,6106,,,,0.9666,0.9661,1.0509,1.0459,1,1.1252,1.19,1.233,1.3641,1.1818,0.9984,0.9911,0.8039,0.9922,0.7938
967,"leucylglutamine*",Peptide,"Dipeptide",48189,LC/MS Pos Early,100003183,2620,260.1605,,4305457,3511125,,HMDB28927,0.2811,0.1928,0.4356,0.5997,0.8636,1.7423,1,1.1071,2.0149,1.1046,0.7725,1.0238,1.767,1.3681,0.665
797,"leucylglycine",Peptide,"Dipeptide",40045,LC/MS Pos Early,100003185,2778,189.1234,686-50-0,79070,71402,,HMDB28929,0.4716,0.4837,0.6461,0.8161,0.8632,1.375,0.809,1.0959,1.5566,1,1.0092,1.5207,1.721,1.5953,0.9437
1960,"lignoceroyl ethanolamide (24:0)*",Lipid,"Endocannabinoid",57535,LC/MS Pos Late,100015855,2445,412.4149,,,21169187,,,1.1551,0.9479,1.4495,1.4467,0.5322,1.1303,1,0.8304,1.1896,1.3252,0.5803,0.5322,0.6613,0.8135,0.5322
2826,"lignoceroyl sphingomyelin (d18:1/24:0)",Lipid,"Sphingomyelins",57330,LC/MS Pos Late,100006298,3437,815.7001,60037-60-7,,24846875,,,1.253,1.1264,1.1367,1.2233,1.1668,0.7476,0.7346,0.7583,0.8832,0.6865,1,1.0248,0.9021,1.0099,0.8223
1417,"linoleate (18:2n6)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",1105,LC/MS Neg,180,5535,279.233,60-33-3,5280450,4444105,C01595,HMDB00673,0.4836,0.2398,0.1947,0.2191,0.2815,1.0527,1,1.4203,1.1056,0.9502,1.3701,1.8916,0.7804,1.1504,1.432
1419,"linolenate [alpha or gamma; (18:3n3 or 6)]",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",34035,LC/MS Neg,100001337,5450,277.2173,,5280934,4444437,C06426,HMDB03073,0.5796,0.3448,0.3022,0.2905,0.3883,1,1.0071,1.3403,1.1102,0.9462,1.2841,1.5686,0.8188,1.2518,1.216
1697,"linolenoylcarnitine (C18:3)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,LC/MS Pos Late,100015831,1310,422.3265,,,,,,0.4613,0.5505,0.4218,0.5302,0.496,1.2579,1.1271,1.1994,0.9527,1,1.2075,1.2408,1.0029,1.0057,0.9361
1954,"linoleoyl ethanolamide",Lipid,"Endocannabinoid",52608,LC/MS Neg,100006726,6150,322.2751,68171-52-8,5283446,4446566,,HMDB12252,3.3493,0.7874,0.8694,0.8092,1.8147,1,1.2146,1.8559,0.89,0.8898,1.2442,2.091,0.4825,0.4825,1.6521
2671,"linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*",Lipid,"Diacylglycerol",54956,LC/MS Pos Late,100010923,2650,658.5405,,,,,HMDB07257,0.1652,0.1652,0.1652,0.1652,0.1652,0.793,0.1652,0.6407,0.1652,0.1652,1.3911,1.0048,1.3115,1.2384,0.9952
1696,"linoleoylcarnitine (C18:2)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",46223,LC/MS Pos Late,100003151,1430,424.3421,36816-10-1,6450015,4952667,,HMDB06469,0.4644,0.4564,0.4956,0.446,0.5215,1.6664,1.6825,1.7104,1.3816,1.4484,1.2259,1.1632,1,0.8694,0.7921
98,"lysine",Amino Acid,"Lysine Metabolism",1301,LC/MS Pos Early,407,2850,147.1128,56-87-1,5962,5747,C00047,HMDB00182,0.7431,0.7635,0.879,0.8003,0.7543,0.9468,1.0103,1.0566,1.0849,1,1.3,1.3287,1.1053,1.3161,0.9614
1317,"malate",Energy,"TCA Cycle",1303,LC/MS Neg,409,615.6,133.0143,6915-15-7,525,510,C00149,HMDB00156,0.8862,0.9102,1,0.9356,0.9634,0.9553,1.0489,1.1014,1.1464,1.0393,1.0728,1.1096,0.8833,1.1177,0.9042
1518,"maleate",Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640,115.0037,110-16-7,444266,392248,C01384,HMDB00176,1.2896,1.0932,1.0598,0.9737,0.968,0.7087,0.9824,0.8238,1,0.9161,1.0586,1.1633,0.9244,1.2073,1.4243
1334,"malonylcarnitine",Lipid,"Fatty Acid Synthesis",37059,LC/MS Pos Early,100001526,2086,248.1129,853728-01-5,22833583,21403153,,HMDB02095,1,0.9216,1.0495,0.9807,1.1757,1.0676,1.4654,1.1795,1.6359,1.2148,0.6312,0.5965,0.6314,0.7387,0.661
1220,"mannitol/sorbitol",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",46142,LC/MS Polar,100001740,2320,181.0718,,5780,440,C00794,HMDB00247,1.0959,1,1.1334,1.0679,1.1044,0.3536,0.3689,0.3772,0.3903,0.3574,1.1173,1.011,0.8195,1.3285,0.8625
4547,"mannonate*",Xenobiotics,"Food Component/Plant",62864,LC/MS Polar,100003695,2736,195.051,642-99-9,3246006,2496757,,,0.9966,0.8798,0.8769,0.9753,1.037,1.061,1.3021,1.0714,1.2433,0.884,1.1344,1.0303,0.798,1,0.9568
1221,"mannose",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",584,LC/MS Polar,803,2200,179.0561,3458-28-4,18950,141983,C00159,HMDB00169,1.341,1,0.3267,1.0092,0.991,0.3267,0.3267,0.3267,0.3267,0.3267,0.3267,0.3267,0.3267,0.3267,0.3267
1222,"mannose-6-phosphate",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",1469,LC/MS Polar,294,4510,259.0224,70442-25-0;104872-94-8,439198,19969422,C00275,HMDB01078,2.1365,2.072,2.1141,1.6101,1.977,0.3188,0.0874,0.3504,0.2389,0.1087,1.1365,1,0.7119,1.9987,0.933
1367,"margarate (17:0)",Lipid,"Long Chain Saturated Fatty Acid",1121,LC/MS Neg,891,5731,269.2486,506-12-7,10465,10033,,HMDB02259,1.2754,0.6377,0.5196,0.5499,0.8111,1.0528,0.9523,1.4234,1.0299,1,1.0848,1.5394,0.6397,0.8453,1.1438
1673,"margaroylcarnitine (C17)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57512,LC/MS Pos Late,100004054,1424,414.3578,106182-29-0,,35015987,,HMDB06210,0.9712,0.8436,0.7256,0.6925,0.6925,0.9919,1.1975,1.0413,1.0592,1.0991,1.3651,1.3571,1.0081,0.9052,0.8008
1429,"mead acid (20:3n9)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",35174,LC/MS Neg,100001472,5650,305.2486,20590-32-3,5312531,4471956,,HMDB10378,0.8839,0.4353,0.3533,0.367,0.4505,1,1.1023,1.4833,1.1437,1.0696,1.2583,1.8374,0.6139,0.89,1.4148
382,"methionine",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",1302,LC/MS Pos Early,415,2526,150.0583,63-68-3,6137,5907,C00073,HMDB00696,0.9804,0.9827,1.0917,1.0745,0.9916,1.2329,1.2719,1.3399,1.4069,1.2787,0.9729,0.946,0.7935,1,0.751
387,"methionine sulfone",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",44878,LC/MS Pos Early,100004635,1250,182.0482,820-10-0,69961,63154,,,0.9218,0.9648,1.0379,1.04,1,1.3482,1.452,1.5109,1.5324,1.411,0.9841,0.9349,0.7801,0.9386,0.7224
388,"methionine sulfoxide",Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",18374,LC/MS Pos Early,100000039,1272,166.0532,3226-65-1,158980,139840,C02989,HMDB02005,1.4426,1.3907,1.563,1.0193,0.9438,0.9563,1,1.1536,1.2392,1.069,0.8107,0.8739,0.6752,0.8339,0.7261
1621,"methylmalonate (MMA)",Lipid,"Fatty Acid Metabolism (also BCAA Metabolism)",1496,LC/MS Polar,418,3078.4,117.0193,516-05-2,487,473,C02170,HMDB00202,1.1088,0.9657,1.1805,1.1581,1.1203,0.5361,0.8942,0.6715,0.6355,0.6415,1.0241,1,0.9285,1.1343,1.2027
3956,"methylphosphate",Nucleotide,"Purine and Pyrimidine Metabolism",37070,LC/MS Pos Early,100001805,544,112.9998,7023-27-0,13130,12578,,HMDB61711,1.4239,1.0595,1,0.9768,0.932,0.5236,0.5574,0.5348,0.4546,0.4833,1.2965,1.3313,1.0007,1.0638,1.1591
359,"methylsuccinate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15745,LC/MS Polar,2051,2800,131.035,498-21-5,10349,9922,,HMDB01844,0.9215,0.8702,1.0493,1.1556,1,0.6612,0.9672,0.9705,0.8378,0.8127,1.1005,1.0596,1.0642,1.1675,2.766
1972,"myo-inositol",Lipid,"Inositol Metabolism",1124,LC/MS Polar,363,3506.3,225.0616,87-89-8,892,10239179,C00137,HMDB00211,1.6276,1.7306,1.9682,1.8467,1.7464,0.9516,0.9627,1.0529,1.1472,1,0.499,0.4792,0.3943,0.6032,0.4455
1364,"myristate (14:0)",Lipid,"Long Chain Saturated Fatty Acid",1365,LC/MS Neg,519,5440,227.2017,544-63-8,11005,10539,C06424,HMDB00806,1.5632,0.8347,0.7921,0.8866,1.0669,1,1.0767,1.4234,1.0749,1.0226,0.9422,1.207,0.5823,0.7939,0.9216
1377,"myristoleate (14:1n5)",Lipid,"Long Chain Monounsaturated Fatty Acid",32418,LC/MS Neg,100001198,5346.9,225.186,544-64-9,5281119,4444564,C08322,HMDB02000,0.7743,0.7517,1.1503,0.721,0.6644,1.11,1.1488,1.1779,1,1.3652,1.2458,0.7899,0.5429,1.1449,0.9115
1689,"myristoleoylcarnitine (C14:1)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",48182,LC/MS Pos Late,100006051,1316,370.2947,889848-55-9,90659872,34999520,,,0.691,0.8362,1.0716,1.0003,1.1767,1.0158,1.4699,1,0.8262,1.4001,0.924,1.0572,0.7447,0.8941,0.8982
2816,"myristoyl dihydrosphingomyelin (d18:0/14:0)*",Lipid,"Dihydrosphingomyelins",57365,LC/MS Pos Late,100009038,2060,677.5592,,,24846886,,HMDB12085,0.6001,0.5792,0.6821,0.5361,0.4618,1.2398,1.0553,0.9072,1.1758,1.173,1.1727,1.1045,1,1.1191,0.9118
1670,"myristoylcarnitine (C14)",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",33952,LC/MS Pos Late,100001270,1350,372.3108,18822-89-4,6426854,4932274,,HMDB05066,1.3369,1.3132,1.103,1.2143,1.3331,1,1.1645,0.9282,0.9557,0.9097,1.0025,0.863,0.8495,0.643,0.8199
130,"N,N,N-trimethyl-5-aminovalerate",Amino Acid,"Lysine Metabolism",57687,LC/MS Pos Early,100015962,2186,160.1332,,14274897,34236878,,,0.9622,0.9283,0.9777,1.0663,1.0143,0.924,1,1.0192,1.0472,0.9731,1.1139,1.1914,0.8636,1.0866,0.9289
460,"N,N,N-trimethyl-alanylproline betaine (TMAP)",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",62947,LC/MS Pos Early,100020217,2470,229.1547,,,,,,0.9564,0.9939,1,0.8927,1.1404,0.9219,1.0633,0.8962,1.0697,0.9674,1.581,1.2365,0.8884,1.1133,1.0872
2742,"N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH))",Lipid,"Ceramides",57697,LC/MS Pos Late,100015642,2692,554.5143,34839-02-6,,30786072,,,1.3465,1.1209,1.4139,0.6821,0.7788,1.2242,1.4311,1,1.2272,1.2667,0.8386,0.8242,0.9044,0.6182,0.6323
4970,"N-acetyl sulfapyridine",Xenobiotics,"Drug - Antibiotic",48680,LC/MS Pos Early,100006229,2146,292.075,19077-98-6,58638,52841,,,1.039,1.0594,1,0.9906,0.8789,1.1432,1.1728,1.1284,1.4011,1.1969,0.9581,0.8286,0.9193,0.9594,0.7437
53,"N-acetyl-aspartyl-glutamate (NAAG)",Amino Acid,"Glutamate Metabolism",35665,LC/MS Pos Early,100001612,1035,305.098,3106-85-2,5255,5065,C12270,HMDB01067,0.7512,0.6972,0.6995,0.7782,0.7626,0.946,1,0.9981,1.0203,1.0076,1.4028,1.5505,1.1593,1.4045,1.1981
